Dataset Title,API Field Name,Description,Data Type
Library Districts in Colorado,lgstatusid,"DOLA generated status ID code. 1	= Active, 2= Consolidated, 3 = Dissolved, 4 = Multi-county, 5 = Single-county, 6 = Pending Formation, 7 = Pending Dissolution",Text
Library Districts in Colorado,abbrev_nam,Abbreviated name of library district,Text
Library Districts in Colorado,mail_addre,Mailing address for library district,Text
Library Districts in Colorado,alt_addres,Alternate address for library district,Text
Library Districts in Colorado,mail_city,City of library district,Text
Library Districts in Colorado,mail_state,State of library district,Text
Library Districts in Colorado,mail_zip,Zipcode of library district,Text
Library Districts in Colorado,url,Website address for library district,Text
Library Districts in Colorado,prev_name,Previous name of library district if it was renamed,Text
Energy Profile in Colorado 2014,category,Category of energy profile,Plain Text
Energy Profile in Colorado 2014,subcategory1,Subcategory of energy profile if applicable,Plain Text
Energy Profile in Colorado 2014,subcategory2,Second subcategory of energy profile if applicable,Plain Text
Energy Profile in Colorado 2014,colorado,Metric associated with category/subcategory/subcategory subset to Colorado,Plain Text
Energy Profile in Colorado 2014,share_of_u_s,Percentage or total of metric compared to the United States,Plain Text
Energy Profile in Colorado 2014,u_s_average,US average of metric,Plain Text
Energy Profile in Colorado 2014,period,When the metric was recorded. Either year or year and month,Plain Text
Energy Profile in Colorado 2014,u_s_rank,Rank of metric compared to the United States,Plain Text
Highway Quality in Colorado 2014 ,hwy,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West.",Plain Text
Highway Quality in Colorado 2014 ,dir,Traffic flow direction,Number
Highway Quality in Colorado 2014 ,bmp,Beginning milepoint,Number
Highway Quality in Colorado 2014 ,emp,Ending milepoint,Number
Highway Quality in Colorado 2014 ,length,Length of highway segment (in miles),Number
Highway Quality in Colorado 2014 ,region,A Domained Value Element (Region: 1-6) used to identify the Engineering Region number in which the Road Segment is located.,Number
Highway Quality in Colorado 2014 ,year,Year finished,Number
Highway Quality in Colorado 2014 ,funcl,"Indicates the functional category and usage limitations of the segment of road, as defined by FHWA, and is broken down between rural and urban areas.",Number
Highway Quality in Colorado 2014 ,county,Name of the county the road segment lies in,Plain Text
Highway Quality in Colorado 2014 ,ptyp,,Number
Highway Quality in Colorado 2014 ,trafz,,Number
Highway Quality in Colorado 2014 ,envz,,Number
Highway Quality in Colorado 2014 ,depth,,Number
Highway Quality in Colorado 2014 ,numlanes,Number of lanes in the road segment,Number
Highway Quality in Colorado 2014 ,pgrp,,Number
Highway Quality in Colorado 2014 ,nhs,A Domained Value Element (NHSDesig: 0-9) used to identify whether the Road Segment is designated as being part of the National Highway System. Also contains the text value (added at the end),Number
Highway Quality in Colorado 2014 ,iri,International roughness index (IRI) correlates somewhat with human exposure to whole-body vibration in vehicles and thus to perceived ride quality reading for the surface condition in the Primary Direction of Travel.,Number
Highway Quality in Colorado 2014 ,rut,A value between 0 and 100 that is used to calculate Remaining Service Life for rutting. A value of 100 indicates .15 inch or less rutting. A value of 50 is the threshold that indicates no more remaining service life. This occurs at an average rut depth of .55 inches.,Number
Highway Quality in Colorado 2014 ,fatg,,Number
Highway Quality in Colorado 2014 ,tran,,Number
Highway Quality in Colorado 2014 ,long,,Number
Highway Quality in Colorado 2014 ,crbk,,Number
Highway Quality in Colorado 2014 ,dl,,Number
Highway Quality in Colorado 2014 ,dlidx,,Plain Text
Highway Quality in Colorado 2014 ,curve,,Plain Text
Highway Quality in Colorado 2014 ,mtcy,,Number
Highway Quality in Colorado 2014 ,mtcd,,Number
Highway Quality in Colorado 2014 ,cond,"Condition of the road: LOW, MODERATE, HIGH",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,collateralid,The state assigned identification number (unique) for the collateral entity file.,Number
Uniform Commercial Code (UCC) Collateral Information in Colorado,fileid,"Primary key link between filing, debtor, secured party, and collateral information. The state assigned identification number (unique) for the collateral entity.",Number
Uniform Commercial Code (UCC) Collateral Information in Colorado,actiontypecode,"Type of action being performed when this collateral is recorded (A=add, B=change and delete, C=change only, D=delete only)",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,actiontype,"Full description of type of action being performed when this collateral is recorded (A=add, B=change and delete, C=change only, D=delete only)",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,actionreferenceid,The coll_id for the collateral item related to the record.,Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,recordstatuscode,"Designated codifier for inactive or active. If there was a change made that impacted the record, then the old listing associated becomes inactive. If a listing is 'deleted' from a filing, it is also listed as inactive.",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,recordstatus,"Inactive or active designation, full description. If there was a change made that impacted the record, then the old listing associated becomes inactive. If a listing is 'deleted' from a filing, it is also listed as inactive.",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,farmproductflag,Flag indicating if the collateral code is for a farm product. Changes from source: ‘Y’s changed to '1’ and ‘N’s changed to '0’.,Checkbox
Uniform Commercial Code (UCC) Collateral Information in Colorado,farmproductallyears,Flag indicating if the selection of all years was made for reporting of this farm product. Changes from source: ‘Y’s changed to '1’ and ‘N’s changed to '0’.,Checkbox
Uniform Commercial Code (UCC) Collateral Information in Colorado,farmproductstartyear,Starting crop year for this crop.,Number
Uniform Commercial Code (UCC) Collateral Information in Colorado,farmproductendyear,Ending crop year for this crop.,Number
Uniform Commercial Code (UCC) Collateral Information in Colorado,collateraldescription,"Type of crop or farm product, each categorized as types of livestock, field crops or other.",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,countyid,Code for counties associated with this collateral record.,Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,county,"Name of counties associated with this collateral record, derived from countyId field.",Plain Text
Uniform Commercial Code (UCC) Collateral Information in Colorado,additionalcollateraldescription,"Notes, comments and other descriptive information on the type of crop or farm product.",Plain Text
Unemployment Estimates in Colorado,stateabbrv,The two letter state abbreviation.,Plain Text
Unemployment Estimates in Colorado,statename,State name.,Plain Text
Unemployment Estimates in Colorado,stfips,Field Description: State FIPS code.,Number
Unemployment Estimates in Colorado,areaname,Geographic area name.,Plain Text
Unemployment Estimates in Colorado,areatype,"Code describing type of geographic area: e.g. county, service delivery area, MSA.",Number
Unemployment Estimates in Colorado,areatyname,Descriptive title of the areatype.,Plain Text
Unemployment Estimates in Colorado,area,Six-digit code assigned to represent a geographic area. Front fill with zeroes.,Number
Unemployment Estimates in Colorado,periodyear,Character representation of calendar-year (e.g. 2000).,Number
Unemployment Estimates in Colorado,periodtype,"Code describing type of period (e.g. Annual, quarterly, monthly, etc.).",Number
Unemployment Estimates in Colorado,pertypdesc,A description of the period type.,Plain Text
Unemployment Estimates in Colorado,period,Period Code. Will be set to '00' where periodtype is annual.,Number
Unemployment Estimates in Colorado,adjusted,"Indicates adjusted data. 0 = Not Adjusted, 1 = Adjusted",Number
Unemployment Estimates in Colorado,prelim,"Indicates preliminary data. 0 = Not preliminary, 1 = Preliminary",Number
Unemployment Estimates in Colorado,benchmark,Benchmark-year of the data.,Number
Unemployment Estimates in Colorado,laborforce,Civilian labor force.,Number
