Dataset Title,API Field Name,Description
Highway Traffic Counts in Colorado 2015,vcratio20,The 20 year projection for the VCRATIO value.
Highway Traffic Counts in Colorado 2015,roadterrai,A Domained Value Element (terrain 0-3) used to identify the Predominant type of terrain through which the road segment passes as specified by AASHTO.
Highway Traffic Counts in Colorado 2015,seasonalgr,"A Domained Numeric Designation (seasonalGroupID, 1-7) indicating the Coded Value associated with a list of Seasonal Variations used for short term data calculations."
Highway Traffic Counts in Colorado 2015,countstati,A 6-Digit Numeric Designation or Identification Number that Represents the Location where Independent Traffic Volume Groups and Data Collection Efforts are being performed on a Road Segment.
Highway Traffic Counts in Colorado 2015,calyr,The last calendar year in which the data was updated.
Highway Traffic Counts in Colorado 2015,pctpksu,Percentage of AADT for single unit trucks during the Peak Hour.
Highway Traffic Counts in Colorado 2015,pctpkcomb,Percentage of AADT for Combination Trucks During the Peak Hour.
Highway Traffic Counts in Colorado 2015,pctoffpksu,Percentage of AADT for Single Unit Trucks During Off-Peak Periods
Highway Traffic Counts in Colorado 2015,pctoffpkco,Percentage of AADT for Combination Trucks During Off-Peak Periods
Highway Traffic Counts in Colorado 2015,aadttrucks,Annual Average Daily Traffic for Trucks
Highway Traffic Counts in Colorado 2015,objectid_1,Can be disregarded
Highway Traffic Counts in Colorado 2015,shape_leng,{no longer supported}
Highway Traffic Counts in Colorado 2016,endrefpt,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Ending Point of a roadway Segment. A Unique Landmark Location (not the running measure) or (maybe a one-time true end measure) of a segment along a State Route.
Highway Traffic Counts in Colorado 2016,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Highway Traffic Counts in Colorado 2016,refpt,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Starting Point of a roadway segment. A Unique Landmark Location (not the running measure) or (maybe a one-time true measure) of a roadway segment along a State Route.
Highway Traffic Counts in Colorado 2016,route,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Highway Traffic Counts in Colorado 2016,length,The Centerline Segment Length or Segment Distance (in Miles) to the Thousandth of a Mile. Length_ is the distance from one Road Segment to the next Road Segment. Length_ is a dimension or measurement that is carried out 3-decimal places.
Highway Traffic Counts in Colorado 2016,updateyr,The last calendar year in which the data was updated.
Highway Traffic Counts in Colorado 2016,aadt,The annual average daily traffic count for the segment. (Total of all vehicles counted in a year divided by 365 days)
Highway Traffic Counts in Colorado 2016,aadtyr,The calendar year (YYYY) in which the annual average daily traffic count applies for the highway segment.
Highway Traffic Counts in Colorado 2016,countyear,The year the data was recorded
Highway Traffic Counts in Colorado 2016,aadtderiv,A Domained Value Element (AADTDeriv) indicating the Code Associated with the Factoring Method used in calculating the AADT determination Value.
Highway Traffic Counts in Colorado 2016,aadtsingle,The AADT consisting of single unit trucks (vehicles larger than pickup trucks built on a single chassis).
Highway Traffic Counts in Colorado 2016,aadtcomb,The AADT consisting of combination trucks (3 or more axles-single trailer or multiple trailers).
Highway Traffic Counts in Colorado 2016,pktrk,The Peak percent of AADT that is composed of trucks of all types. Calculated by taking the number of trucks divided by the AADT
Highway Traffic Counts in Colorado 2016,offpktrk,The Off-Peak percent of AADT that is composed of trucks of all types.
Highway Traffic Counts in Colorado 2016,yr20factor,A traffic forecasting statistic that gives an estimate of AADT for 20 years in the future.
Highway Traffic Counts in Colorado 2016,dhv,The 30th highest annual hourly traffic volume expressed as a percentage of AADT
Highway Traffic Counts in Colorado 2016,dd,Directional Distribution -The percentage of the design hour value flowing in the peak direction.
Highway Traffic Counts in Colorado 2016,routecapac,The maximum number of vehicles which has a reasonable expectation of passing over a given section of lane or roadway during a given time period under prevailing roadway and traffic conditions per the Highway Capacity Manual.
Highway Traffic Counts in Colorado 2016,edla,Equivalent Daily Load Axle
Highway Traffic Counts in Colorado 2016,vcratio,"The hourly traffic volume divided by the capacity of the segment. Thus, the volume/capacity ratio measure can be assumed to measure capacity sufficiency and delay is a measure of the quality of service."
Highway Traffic Counts in Colorado 2016,vcratio20,The 20 year projection for the VCRATIO value.
Highway Traffic Counts in Colorado 2016,roadterrai,A Domained Value Element (terrain 0-3) used to identify the Predominant type of terrain through which the road segment passes as specified by AASHTO.
Highway Traffic Counts in Colorado 2016,seasonalgr,"A Domained Numeric Designation (seasonalGroupID, 1-7) indicating the Coded Value associated with a list of Seasonal Variations used for short term data calculations."
Highway Traffic Counts in Colorado 2016,countstati,A 6-Digit Numeric Designation or Identification Number that Represents the Location where Independent Traffic Volume Groups and Data Collection Efforts are being performed on a Road Segment.
Highway Traffic Counts in Colorado 2016,calyr,The last calendar year in which the data was updated.
Highway Traffic Counts in Colorado 2016,pctpksu,Percentage of AADT for single unit trucks during the Peak Hour.
Highway Traffic Counts in Colorado 2016,pctpkcomb,Percentage of AADT for Combination Trucks During the Peak Hour.
Highway Traffic Counts in Colorado 2016,pctoffpksu,Percentage of AADT for Single Unit Trucks During Off-Peak Periods
Highway Traffic Counts in Colorado 2016,pctoffpkco,Percentage of AADT for Combination Trucks During Off-Peak Periods
Highway Traffic Counts in Colorado 2016,aadttrucks,Annual Average Daily Traffic for Trucks
Highway Traffic Counts in Colorado 2016,objectid_1,Can be disregarded
Highway Traffic Counts in Colorado 2016,shape_leng,Length of Geography item
Highway Traffic Counts in Colorado 2017,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Highway Traffic Counts in Colorado 2017,objectid_1,Can be disregarded
Highway Traffic Counts in Colorado 2017,route,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Highway Traffic Counts in Colorado 2017,refpt,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Starting Point of a roadway segment. A Unique Landmark Location (not the running measure) or (maybe a one-time true measure) of a roadway segment along a State Route.
Highway Traffic Counts in Colorado 2017,endrefpt,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Ending Point of a roadway Segment. A Unique Landmark Location (not the running measure) or (maybe a one-time true end measure) of a segment along a State Route.
